-30.278896668066444,-32.4116481214321
-39.57292965259386,-41.07876194540359
-49.44917236934993,-32.999204659187946
-42.95524601600369,-34.31296132505913
-36.886955734046445,-37.40301785251332
-38.37019882112279,-28.268941970486473
-36.244496871724074,-34.52371847194357
-30.500538717597063,-22.53962348030196
-32.030457859712484,-33.50513667007506
-36.624703340687766,-31.68013837417649
-31.21664052454639,-34.35659638603829
-30.730610638048596,-30.187036980458732
-35.830634721351515,-36.3460822511958
-31.560460367968197,-27.663997747677154
-46.41994715740826,-35.733501549936506
-32.531127984377434,-30.945835357817884
-40.189900754484825,-34.58632387300551
-30.03514057607251,-28.200123934439258
-46.827295413370585,-44.12373718796196
-33.12191575526542,-37.85829518778349
-50.921328876303726,-31.631897221866105
-42.14516361213571,-36.30196031824492
-41.753596093093904,-32.001309433869615
-44.548769290081616,-33.9527361378053
-38.834764037169904,-27.98202630948669
-36.953207407659804,-25.06755750231903
-54.829032005111856,-37.72024208828624
-29.032750416202788,-34.0131275534686
-37.45196319925884,-38.30556251991595
-29.594048290321197,-30.958126549250718
-46.40003931906883,-47.54910474002927
-36.39300226331827,-28.63537366948864
-38.65588449015044,-34.51662591656833
-42.13060090317423,-30.668257120763457
-36.01298267774428,-34.71442620977151
-35.32413281446227,-27.788248569126722
-41.30091278366171,-30.931908509489443
-59.98482041417817,-44.991855679801056
-48.17143518966775,-38.82068890649856
-35.58396124673777,-51.28805803496377
-43.02826014678541,-35.64976248146067
-47.256402142363086,-31.631900148960366
-43.72076165750075,-38.46585502535506
-31.471751225519142,-37.08564465504173
-55.41260689668751,-41.46037587999832
-44.50980818484435,-32.6507585669674
-31.09830687934383,-36.197674977890664
-45.82222120543754,-39.89628842193156
-29.319520539660505,-28.246990078629747
-51.003529320136245,-38.08769663942256
-42.27040739147727,-40.25415181467272
-47.09858819656717,-34.5688076778398
-56.3976479230257,-47.72590057726174
-32.538769469919785,-34.9061608849922
-36.89274873237611,-29.52408724843518
-38.40736128996967,-33.073373032397214
-36.064591095037834,-31.07601511050861
-62.28086934326227,-55.538039774481454
-56.70319506498468,-37.60075619255612
-45.00579726166557,-39.48538128895515
-30.58613720099349,-33.91520109615387
-32.16379028178255,-46.058274541417916
-49.338225155161375,-39.08798329969997
-29.219124290201687,-32.25599738502046
-38.937602317577756,-35.74821979747928
-39.04690891410381,-34.71303221324403
-44.13969541318986,-38.80330762159248
-31.38580775954925,-29.847398548539157
-30.73921407048091,-32.275289774771245
-50.376180315233874,-48.39281562845643
-55.805280030045814,-36.03866136113214
-57.00405801749465,-34.66165322776124
-36.96378146889572,-31.23973145837955
-33.347146436154624,-47.360897318845204
-39.23535821504347,-31.964016635882775
-38.74569441587388,-29.91318298592243
-29.76605220324162,-34.53362656054079
-38.05284295010967,-54.39584469731673
-35.438021005857124,-26.975803188208165
-31.021216804732287,-30.267082519321928
-49.37768858736375,-30.947760744600913
-36.465925165328464,-31.777471381499424
-36.889436201115956,-35.37934026218085
-52.92113882190029,-44.99777189825697
-39.06570356662539,-21.652675462764044
-45.108771153367,-37.91505512293353
-35.50979394172825,-33.57340593381842
-41.28733359376387,-49.40295765805606
-32.90463578581221,-45.841775634678086
-24.339005228685384,-30.956562948252582
-34.45156645489066,-35.918552821438674
-60.84448724106579,-38.17009071695169
-28.184540606821525,-29.156071521074242
-31.771470240361236,-25.531179804451046
-38.06104654352064,-37.544973149213604
-50.00503814442957,-32.38014514515653
-36.21461073704756,-30.839201742906493
-35.74035379767793,-36.50825127188914
-37.87080405850513,-28.0232392671517
-33.53496760646803,-28.88025211081186
-50.33710591474844,-41.086504212623076
-28.73432733582478,-29.550239845883883
-40.14135109540018,-33.38859150585424
-39.818009070289335,-30.681907307897433
-55.99263551240526,-40.409280229489795
-47.1637676499918,-38.35779811504099
-35.679183062674014,-27.61646018614672
-38.759180714932015,-34.50653583494671
-41.18471216289373,-30.787390800642687
-38.84819615713156,-27.96201916539775
-30.498949776962235,-36.93941199145029
-49.876863071625074,-40.81696868163077
-47.948035949779936,-35.99065911744614
-45.52359449574188,-35.61080148372393
-28.07195181393159,-23.633787210079593
-39.1372907777685,-34.31782131000814
-41.80364030536566,-33.59399108178713
-35.83903176361589,-27.837225034465
-38.42929892906174,-28.164700040962927
-35.359477722854045,-40.45441546675289
-32.476955082805716,-34.49614826644439
-36.28531886624433,-28.142553282043497
-48.57351863040369,-34.33959984135404
-31.965684561369862,-34.38106878880309
-27.015008292475876,-23.415323903477077
-65.94448991610302,-40.307931473442736
-31.091587690286854,-35.80340504263595
-40.688606877408645,-35.69796868924865
-31.50000229478177,-34.7390777542717
-38.58506778414975,-35.63530068720577
-20.85202502926498,-31.086356375257846
-29.08559289757717,-33.15039784189212
-32.97925057561483,-31.003878963916357
-38.13754353122232,-28.087721492989807
-45.76131205098316,-35.83399525328622
-51.470570863428094,-38.97636546884506
-28.81965720074208,-32.92393340749275
-28.220908250992395,-27.676445220162133
-36.86892031423244,-32.903586097643846
-41.8117384074277,-30.983201803876995
-55.41668419628461,-32.6157155307043
-31.69369253931855,-32.58173710979043
-51.36885785806102,-48.41096687387223
-47.620783389163485,-37.7730517288254
-36.673660296723995,-39.213954474608336
-49.642631670554344,-37.47628020377801
-27.472085623374866,-22.927350797400965
-42.177911777133076,-35.64901959114031
-53.27608213070976,-45.21491782524361
-56.09180334622299,-43.86172008166583
-43.44912819037362,-35.827711885296054
-27.36330044683568,-28.97310170725626
-30.03514057607251,-30.177407758365792
-34.603153328299996,-34.14283499176529
-42.23596141883206,-31.516142214710317
-41.29296406682832,-47.135221556773345
-37.87285277769263,-32.580138411225626
-40.380297597713714,-38.103998394771736
-42.925587820006896,-34.76109516885734
-28.338691286648782,-28.98134013354696
-43.036442287785704,-36.142523453851666
-33.36075817835941,-33.405342595970545
-34.22380085285213,-36.03615162783288
-31.498719864971036,-34.81591448544724
-31.3726891455177,-46.40604095424186
-43.87495223554219,-41.08802448351114
-30.235811271534665,-27.364627161349343
-34.74056823936977,-34.3510017540861
-40.64978898754868,-23.497647417863185
-29.44641229151513,-31.251000441844543
-52.18893190041519,-36.804549170915074
-34.80015946300251,-32.579375685272545
-36.375005930666994,-47.29557423153951
-54.3180719076165,-34.19413471838021
-45.5860274363151,-33.42990722822503
-34.05076581759668,-36.847550432457794
-49.528512137827164,-45.14899401641519
-51.93407901913793,-26.610547065020697
-34.682732879825195,-50.8011836320203
-34.797558681302455,-32.886860385020505
-33.67934301702339,-36.64554951886014
-42.63639237441201,-40.44599104455504
-29.785450843518603,-28.499554038498943
-54.02619545736622,-53.43354259468151
-42.45616783851191,-32.79036126766769
-47.17225679798783,-37.14328648164452
